"Class"	"Field"	"Label"	"Tooltip"	"Source"	"SourceDetail"	"Confidence"
"MoAdhocProhib"	"Adjacency"	"Cannot Occur"	""	"slice"	"MorphologyParts.xml, bin class=MoAdhocProhib, part id=MoAdhocProhib-Detail-Adjacency"	"exact"
"MoAdhocProhib"	"Disabled"	"Active"	""	"slice"	"MorphologyParts.xml, bin class=MoAdhocProhib, part id=MoAdhocProhib-Detail-Active"	"exact"
"MoAdhocProhibGr"	""	"Group of Ad hoc Rules"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoAdhocProhibGr"	"class-only"
"MoAdhocProhibGr"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=MoAdhocProhibGr, part id=MoAdhocProhibGr-Detail-Description"	"ambiguous"
"MoAdhocProhibGr"	"Description"	"Nested Group Description"	""	"slice"	"Morphology.fwlayout, layout class=MoAdhocProhibGr type=detail name=EditAdHocGroup, ref=Description resolved via Parts/*.xml"	"ambiguous"
"MoAdhocProhibGr"	"MembersSection"	"Members"	""	"slice"	"Morphology.fwlayout, layout class=MoAdhocProhibGr type=detail name=Edit"	"exact"
"MoAdhocProhibGr"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=MoAdhocProhibGr, part id=MoAdhocProhibGr-Detail-NestedGroupName | MorphologyParts.xml, bin class=MoAdhocProhibGr, part id=MoAdhocProhibGr-Detail-Name"	"ambiguous"
"MoAdhocProhibGr"	"Name"	"Nested Group Name"	""	"slice"	"Morphology.fwlayout, layout class=MoAdhocProhibGr type=detail name=EditAdHocGroup, ref=NestedGroupName resolved via Parts/*.xml"	"ambiguous"
"MoAdhocProhibGr"	"NestedMembersSection"	"Nested Group Members"	""	"slice"	"Morphology.fwlayout, layout class=MoAdhocProhibGr type=detail name=EditAdHocGroup"	"exact"
"MoAffixAllomorph"	""	"Affix Form"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoAffixAllomorph"	"class-only"
"MoAffixAllomorph"	"AllomorphStatus"	"Allomorph Status"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixAllomorph type=detail name=AsLexemeFormBasic"	"exact"
"MoAffixAllomorph"	"AsLexemeForm"	"Lexeme Form"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixAllomorph type=detail name=AsLexemeFormBasic"	"exact"
"MoAffixAllomorph"	"AsVariantForm"	"Variant Form"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixAllomorph type=detail name=AsVariantForm"	"exact"
"MoAffixAllomorph"	"FormAllVAffix"	"Affix Allomorph"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixAllomorph type=detail name=Normal"	"exact"
"MoAffixAllomorph"	"IsAbstract"	"Is Abstract Form"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixAllomorph type=detail name=Normal"	"exact"
"MoAffixAllomorph"	"MsEnvFeatures"	"Required Features"	""	"slice"	"MorphologyParts.xml, bin class=MoAffixAllomorph, part id=MoAffixAllomorph-Detail-MsEnvFeatures | MorphologyParts.xml, bin class=MoAffixAllomorph, part id=MoAffixAllomorph-Detail-MsEnvFeaturesForLexemeForm"	"exact"
"MoAffixAllomorph"	"PhoneEnv"	"Environments"	""	"slice"	"MorphologyParts.xml, bin class=MoAffixAllomorph, part id=MoAffixAllomorph-Detail-PhoneEnv"	"exact"
"MoAffixAllomorph"	"Position"	"Infix Positions"	""	"slice"	"MorphologyParts.xml, bin class=MoAffixAllomorph, part id=MoAffixAllomorph-Detail-AsPosition"	"exact"
"MoAffixForm"	"InflectionClasses"	"Inflection Classes"	""	"slice"	"MorphologyParts.xml, bin class=MoAffixForm, part id=MoAffixForm-Detail-InflectionClasses | MorphologyParts.xml, bin class=MoAffixForm, part id=MoAffixForm-Detail-InflectionClassesForLexemeForm"	"exact"
"MoAffixProcess"	"AsLexemeForm"	"Lexeme Form"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixProcess type=detail name=AsLexemeFormBasic"	"exact"
"MoAffixProcess"	"FormAllVAffix"	"Affix Allomorph (Process)"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixProcess type=detail name=Normal"	"exact"
"MoAffixProcess"	"IsAbstract"	"Is Abstract Form"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixProcess type=detail name=Normal"	"exact"
"MoAffixProcess"	"IsAbstractBasic"	"Is Abstract Form"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixProcess type=detail name=AsLexemeFormBasic"	"exact"
"MoAffixProcess"	"RuleFormula"	"Affix Process Rule"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixProcess type=detail name=Normal"	"exact"
"MoAffixProcess"	"RuleFormulaBasic"	"Affix Process Rule"	""	"slice"	"Morphology.fwlayout, layout class=MoAffixProcess type=detail name=AsLexemeFormBasic"	"exact"
"MoAlloAdhocProhib"	""	"Rule to Prevent Allomorph Co-occurrence"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoAlloAdhocProhib"	"class-only"
"MoAlloAdhocProhib"	"FirstAllomorph"	"Key Allomorph"	""	"slice"	"MorphologyParts.xml, bin class=MoAlloAdhocProhib, part id=MoAlloAdhocProhib-Detail-FirstAllomorph"	"exact"
"MoAlloAdhocProhib"	"Message"	"Note"	""	"slice"	"Morphology.fwlayout, layout class=MoAlloAdhocProhib type=detail name=Edit"	"exact"
"MoAlloAdhocProhib"	"RestOfAllos"	"Other Allomorph(s)"	""	"slice"	"MorphologyParts.xml, bin class=MoAlloAdhocProhib, part id=MoAlloAdhocProhib-Detail-RestOfAllos"	"exact"
"MoBinaryCompoundRule"	""	"Binary Compound Rule"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoBinaryCompoundRule"	"class-only"
"MoBinaryCompoundRule"	"ProdRestrict"	"Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoBinaryCompoundRule, part id=MoBinaryCompoundRule-Detail-ProdRestrict"	"exact"
"MoCompoundRule"	""	"Compound Rule"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoCompoundRule"	"ambiguous"
"MoCompoundRule"	""	"Compound Rules"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=MoCompoundRule-Plural"	"ambiguous"
"MoCompoundRule"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=MoCompoundRule, part id=MoCompoundRule-Detail-DescriptionAllA"	"exact"
"MoCompoundRule"	"Disabled"	"Active"	""	"slice"	"MorphologyParts.xml, bin class=MoCompoundRule, part id=MoCompoundRule-Detail-Active"	"exact"
"MoCompoundRule"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=MoCompoundRule, part id=MoCompoundRule-Detail-NameAllA"	"exact"
"MoDerivAffMsa"	""	"Derivational Affix Analysis"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoDerivAffMsa"	"class-only"
"MoDerivAffMsa"	"FromInflectionClass"	"From Inflection Class"	""	"slice"	"Morphology.fwlayout, layout class=MoDerivAffMsa type=detail name=Normal, ref=FromInflectionClass resolved via Parts/*.xml | MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-FromInflectionClass"	"exact"
"MoDerivAffMsa"	"FromMsFeatures"	"From Inflection Features"	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-FromMsFeatures"	"exact"
"MoDerivAffMsa"	"FromPartOfSpeech"	"From Category"	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-FromPartOfSpeech"	"exact"
"MoDerivAffMsa"	"FromProdRestrict"	"From Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-FromProdRestrict"	"exact"
"MoDerivAffMsa"	"FromStemName"	"From Stem Allomorph Label"	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-FromStemName"	"exact"
"MoDerivAffMsa"	"MainEdit"	"Category Info."	""	"slice"	"Morphology.fwlayout, layout class=MoDerivAffMsa type=detail name=Normal"	"exact"
"MoDerivAffMsa"	"ToInflectionClass"	"To Inflection Class"	""	"slice"	"Morphology.fwlayout, layout class=MoDerivAffMsa type=detail name=Normal, ref=ToInflectionClass resolved via Parts/*.xml | MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-ToInflectionClass"	"exact"
"MoDerivAffMsa"	"ToMsFeatures"	"To Inflection Features"	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-ToMsFeatures"	"exact"
"MoDerivAffMsa"	"ToPartOfSpeech"	"To Category"	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-ToPartOfSpeech"	"exact"
"MoDerivAffMsa"	"ToProdRestrict"	"To Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoDerivAffMsa, part id=MoDerivAffMsa-Detail-ToProdRestrict"	"exact"
"MoEndoCompound"	""	"Left- or Right-Headed Compound Rule"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoEndoCompound"	"class-only"
"MoEndoCompound"	"BlankLeftMember"	"Left Member"	""	"slice"	"Morphology.fwlayout, layout class=MoEndoCompound type=detail name=Edit"	"exact"
"MoEndoCompound"	"BlankOverrideHead"	"Override Head with:"	""	"slice"	"Morphology.fwlayout, layout class=MoEndoCompound type=detail name=Edit"	"exact"
"MoEndoCompound"	"BlankRightMember"	"Right Member"	""	"slice"	"Morphology.fwlayout, layout class=MoEndoCompound type=detail name=Edit"	"exact"
"MoEndoCompound"	"DescriptionAllA"	"Description"	""	"slice"	"Morphology.fwlayout, layout class=MoEndoCompound type=detail name=Edit"	"exact"
"MoEndoCompound"	"HeadLast"	"Right Headed"	""	"slice"	"Morphology.fwlayout, layout class=MoEndoCompound type=detail name=Edit"	"exact"
"MoEndoCompound"	"NameAllA"	"Name"	""	"slice"	"Morphology.fwlayout, layout class=MoEndoCompound type=detail name=Edit"	"exact"
"MoEndoCompound"	"ToProdRestrict"	"To Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoEndoCompound, part id=MoEndoCompound-Detail-ToProdRestrict"	"exact"
"MoExoCompound"	""	"Non-headed Compound Rule"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoExoCompound"	"class-only"
"MoExoCompound"	"BlankLeftMember"	"Left Member"	""	"slice"	"Morphology.fwlayout, layout class=MoExoCompound type=detail name=Edit"	"exact"
"MoExoCompound"	"BlankResult"	"Result"	""	"slice"	"Morphology.fwlayout, layout class=MoExoCompound type=detail name=Edit"	"exact"
"MoExoCompound"	"BlankRightMember"	"Right Member"	""	"slice"	"Morphology.fwlayout, layout class=MoExoCompound type=detail name=Edit"	"exact"
"MoExoCompound"	"DescriptionAllA"	"Description"	""	"slice"	"Morphology.fwlayout, layout class=MoExoCompound type=detail name=Edit"	"exact"
"MoExoCompound"	"NameAllA"	"Name"	""	"slice"	"Morphology.fwlayout, layout class=MoExoCompound type=detail name=Edit"	"exact"
"MoExoCompound"	"ToProdRestrict"	"To Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoExoCompound, part id=MoExoCompound-Detail-ToProdRestrict"	"exact"
"MoForm"	""	"Allomorphs"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=MoForm-Plural"	"class-only"
"MoForm"	"$child"	"$label"	""	"slice"	"LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemCd | Reversal.fwlayout, layout class=MoForm type=jtview name=publishForReversal"	"exact"
"MoForm"	"Form"	"Form"	""	"slice"	"MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-AsLexemeForm | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-FormAllV | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-FormAllVAffix | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-AsVariantForm"	"exact"
"MoForm"	"FormEnvPub"	"Environments"	""	"slice"	"LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemCd | Reversal.fwlayout, layout class=MoForm type=jtview name=publishForReversal"	"exact"
"MoForm"	"FormPub"	"Allomorph"	""	"slice"	"LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemMinorForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootMinorForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootMinorSubForm | +3 more"	"ambiguous"
"MoForm"	"FormPub"	"Lexeme Form"	""	"slice"	"LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemLexemeForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemMinorLexemeForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootLexemeForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootMinorLexemeForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootSubLexemeForm | +3 more"	"ambiguous"
"MoForm"	"IsAbstract"	"IsAbstract"	""	"slice"	"MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-IsAbstractBasic | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-AllomorphStatus | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-IsAbstract"	"exact"
"MoForm"	"MorphType"	"Morph Type"	""	"slice"	"MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-MorphTypeBasic | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-MorphType"	"exact"
"MoForm"	"MorphTypeConfig"	"Morph Type"	""	"slice"	"LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishStemMinorForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootMinorForm | LexEntry.fwlayout, layout class=MoForm type=jtview name=publishRootMinorSubForm | +3 more"	"exact"
"MoForm"	"PhoneEnv"	"Environments"	""	"slice"	"MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-PhoneEnvBasic | MorphologyParts.xml, bin class=MoForm, part id=MoForm-Detail-PhoneEnv"	"exact"
"MoInflAffMsa"	""	"Inflectional Affix Analysis"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoInflAffMsa"	"class-only"
"MoInflAffMsa"	"FromProdRestrict"	"From Exception ""Features"""	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffMsa, part id=MoInflAffMsa-Detail-FromProdRestrict"	"exact"
"MoInflAffMsa"	"InflFeats"	"Inflection Features"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffMsa, part id=MoInflAffMsa-Detail-InflFeats"	"exact"
"MoInflAffMsa"	"MainEdit"	"Category Info."	""	"slice"	"Morphology.fwlayout, layout class=MoInflAffMsa type=detail name=Normal"	"exact"
"MoInflAffMsa"	"PartOfSpeech"	"Category"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffMsa, part id=MoInflAffMsa-Detail-PartOfSpeech"	"exact"
"MoInflAffMsa"	"Slots"	"Slots"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffMsa, part id=MoInflAffMsa-Detail-Slots"	"exact"
"MoInflAffixSlot"	""	"Inflectional Affix Slot"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoInflAffixSlot"	"class-only"
"MoInflAffixSlot"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffixSlot, part id=MoInflAffixSlot-Detail-DescriptionAllA"	"exact"
"MoInflAffixSlot"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffixSlot, part id=MoInflAffixSlot-Detail-NameAllA"	"ambiguous"
"MoInflAffixSlot"	"Name"	"Slot Name"	""	"slice"	"Morphology.fwlayout, layout class=MoInflAffixSlot type=detail name=EditSlot, ref=NameAllA resolved via Parts/*.xml"	"ambiguous"
"MoInflAffixSlot"	"NamePub"	"Slot Names"	""	"slice"	"Morphology.fwlayout, layout class=MoInflAffixSlot type=jtview name=publishStem | Morphology.fwlayout, layout class=MoInflAffixSlot type=jtview name=publishCd | Morphology.fwlayout, layout class=MoInflAffixSlot type=jtview name=publishStemMinor | Morphology.fwlayout, layout class=MoInflAffixSlot type=jtview name=publishRoot | Morphology.fwlayout, layout class=MoInflAffixSlot type=jtview name=publishRootMinor | +7 more"	"exact"
"MoInflAffixSlot"	"Optional"	"Optional"	""	"slice"	"Morphology.fwlayout, layout class=MoInflAffixSlot type=detail name=EditSlot"	"exact"
"MoInflAffixTemplate"	""	"Inflectional Affix Template"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoInflAffixTemplate"	"class-only"
"MoInflAffixTemplate"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffixTemplate, part id=MoInflAffixTemplate-Detail-DescriptionAllA"	"exact"
"MoInflAffixTemplate"	"Disabled"	"Active"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffixTemplate, part id=MoInflAffixTemplate-Detail-Active"	"exact"
"MoInflAffixTemplate"	"Final"	"Requires more derivation"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffixTemplate, part id=MoInflAffixTemplate-Detail-Final"	"exact"
"MoInflAffixTemplate"	"Message"	"Note"	""	"slice"	"Morphology.fwlayout, layout class=MoInflAffixTemplate type=detail name=default"	"exact"
"MoInflAffixTemplate"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=MoInflAffixTemplate, part id=MoInflAffixTemplate-Detail-NameAllA"	"ambiguous"
"MoInflAffixTemplate"	"Name"	"Template Name"	""	"slice"	"Morphology.fwlayout, layout class=MoInflAffixTemplate type=detail name=default, ref=NameAllA resolved via Parts/*.xml"	"ambiguous"
"MoInflClass"	""	"Inflection Class"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoInflClass"	"class-only"
"MoInflClass"	"Abbreviation"	"Abbreviation"	""	"slice"	"MorphologyParts.xml, bin class=MoInflClass, part id=MoInflClass-Detail-AbbreviationAllA"	"exact"
"MoInflClass"	"Description"	"Description"	""	"slice"	"MorphologyParts.xml, bin class=MoInflClass, part id=MoInflClass-Detail-DescriptionAllA"	"exact"
"MoInflClass"	"Name"	"Inflection Class Name"	""	"slice"	"Morphology.fwlayout, layout class=MoInflClass type=detail name=EditInflectionClass, ref=NameAllA resolved via Parts/*.xml"	"ambiguous"
"MoInflClass"	"Name"	"Name"	""	"slice"	"MorphologyParts.xml, bin class=MoInflClass, part id=MoInflClass-Detail-NameAllA"	"ambiguous"
"MoInflClass"	"Name"	"Subclass Name"	""	"slice"	"Morphology.fwlayout, layout class=MoInflClass type=detail name=SubClassesAllA, ref=NameAllA resolved via Parts/*.xml"	"ambiguous"
"MoInflClass"	"SubClasses"	"Subclasses"	""	"slice"	"Morphology.fwlayout, layout class=MoInflClass type=detail name=SubClassesAllA | Morphology.fwlayout, layout class=MoInflClass type=detail name=EditInflectionClass"	"exact"
"MoInflClass"	"Subclasses"	"Subclasses"	""	"slice"	"Morphology.fwlayout, layout class=MoInflClass type=detail name=SubClassesAllA, ref=SubClassesSection resolved via Parts/*.xml | Morphology.fwlayout, layout class=MoInflClass type=detail name=EditInflectionClass, ref=SubClassesSection resolved via Parts/*.xml"	"exact"
"MoInflClass"	"SubclassesAllA"	"Subclass"	""	"slice"	"Morphology.fwlayout, layout class=MoInflClass type=detail name=SubClasses"	"exact"
"MoMorphAdhocProhib"	""	"Rule to Prevent Morpheme Co-occurrence"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoMorphAdhocProhib"	"class-only"
"MoMorphAdhocProhib"	"FirstMorpheme"	"Key Morpheme"	""	"slice"	"MorphologyParts.xml, bin class=MoMorphAdhocProhib, part id=MoMorphAdhocProhib-Detail-FirstMorpheme"	"exact"
"MoMorphAdhocProhib"	"Message"	"Note"	""	"slice"	"Morphology.fwlayout, layout class=MoMorphAdhocProhib type=detail name=Edit"	"exact"
"MoMorphAdhocProhib"	"RestOfMorphs"	"Other Morpheme(s)"	""	"slice"	"MorphologyParts.xml, bin class=MoMorphAdhocProhib, part id=MoMorphAdhocProhib-Detail-RestOfMorphs"	"exact"
"MoMorphSynAnalysis"	"ExceptionFeaturesPub"	"Exception Features"	""	"slice"	"Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStem | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishCd | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStemMinor | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRoot | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRootMinor | +7 more"	"exact"
"MoMorphSynAnalysis"	"FeaturesPub"	"Features"	""	"slice"	"Reversal.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishForReversal | Reversal.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishSubForReversal"	"ambiguous"
"MoMorphSynAnalysis"	"FeaturesPub"	"Inflection Features"	""	"slice"	"Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStem | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishCd | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStemMinor | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRoot | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRootMinor | +5 more"	"ambiguous"
"MoMorphSynAnalysis"	"InflectionClassPub"	"Inflection Class"	""	"slice"	"Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStem | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishCd | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStemMinor | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRoot | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRootMinor | +7 more"	"exact"
"MoMorphSynAnalysis"	"PartOfSpeechPub"	"Category Info."	""	"slice"	"Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStem | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishCd | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStemMinor | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRoot | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRootMinor | +7 more"	"exact"
"MoMorphSynAnalysis"	"SlotsConfig"	"Slots (for Infl. Affixes)"	""	"slice"	"Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStem | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishCd | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishStemMinor | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRoot | Morphology.fwlayout, layout class=MoMorphSynAnalysis type=jtview name=publishRootMinor | +7 more"	"exact"
"MoMorphType"	""	"Morpheme Type"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoMorphType"	"ambiguous"
"MoMorphType"	""	"Morpheme Types"	""	"tool-config"	"toolConfiguration.xml tool=morphTypeEdit + areaConfiguration.xml ownerClass=LexDb ownerField=MorphTypes"	"ambiguous"
"MoMorphType"	"AbbreviationPub"	"Abbreviation"	""	"slice"	"LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishStemMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishStemMinorMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishRootMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishRootMinorMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishRootMinorSubMorphType | +3 more"	"exact"
"MoMorphType"	"NamePub"	"Name"	""	"slice"	"LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishStemMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishStemMinorMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishRootMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishRootMinorMorphType | LexEntry.fwlayout, layout class=MoMorphType type=jtview name=publishRootMinorSubMorphType | +3 more"	"exact"
"MoMorphType"	"Postfix"	"Trailing Token"	""	"slice"	"MorphologyParts.xml, bin class=MoMorphType, part id=MoMorphType-Detail-Postfix"	"exact"
"MoMorphType"	"Prefix"	"Leading Token"	""	"slice"	"MorphologyParts.xml, bin class=MoMorphType, part id=MoMorphType-Detail-Prefix"	"exact"
"MoMorphType"	"SecondaryOrder"	"Secondary Order"	""	"slice"	"MorphologyParts.xml, bin class=MoMorphType, part id=MoMorphType-Detail-SecondaryOrder"	"exact"
"MoStemAllomorph"	""	"Stem Form"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoStemAllomorph"	"class-only"
"MoStemAllomorph"	"AllomorphStatus"	"Allomorph Status"	""	"slice"	"Morphology.fwlayout, layout class=MoStemAllomorph type=detail name=AsLexemeFormBasic"	"exact"
"MoStemAllomorph"	"AsLexemeForm"	"Lexeme Form"	""	"slice"	"Morphology.fwlayout, layout class=MoStemAllomorph type=detail name=AsLexemeFormBasic"	"exact"
"MoStemAllomorph"	"AsVariantForm"	"Variant Form"	""	"slice"	"Morphology.fwlayout, layout class=MoStemAllomorph type=detail name=AsVariantForm"	"exact"
"MoStemAllomorph"	"FormAllV"	"Stem Allomorph"	""	"slice"	"Morphology.fwlayout, layout class=MoStemAllomorph type=detail name=Normal"	"exact"
"MoStemAllomorph"	"IsAbstract"	"Is Abstract Form"	""	"slice"	"Morphology.fwlayout, layout class=MoStemAllomorph type=detail name=Normal"	"exact"
"MoStemAllomorph"	"PhoneEnv"	"Environments"	""	"slice"	"MorphologyParts.xml, bin class=MoStemAllomorph, part id=MoStemAllomorph-Detail-PhoneEnv"	"exact"
"MoStemAllomorph"	"StemName"	"Stem Allomorph Label"	""	"slice"	"MorphologyParts.xml, bin class=MoStemAllomorph, part id=MoStemAllomorph-Detail-StemName | MorphologyParts.xml, bin class=MoStemAllomorph, part id=MoStemAllomorph-Detail-StemNameForLexemeForm"	"exact"
"MoStemMsa"	""	"Stem Analysis"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=MoStemMsa"	"class-only"
"MoStemMsa"	"FromPartsOfSpeech"	"Attaches to Categories"	""	"slice"	"MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-FromPartsOfSpeech"	"exact"
"MoStemMsa"	"InflectionClass"	"Inflection Class"	""	"slice"	"Morphology.fwlayout, layout class=MoStemMsa type=detail name=Normal, ref=InflectionClass resolved via Parts/*.xml | MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-InflectionClass | MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-InflectionClassDisabled"	"exact"
"MoStemMsa"	"MainEdit"	"Category Info."	""	"slice"	"Morphology.fwlayout, layout class=MoStemMsa type=detail name=Normal"	"exact"
"MoStemMsa"	"MsFeatures"	"Inflection Features"	""	"slice"	"MorphologyParts.xml, bin class=MoStemMsa, part id=MoStemMsa-Detail-MsFeatures"	"exact"
